frame,time(s),L hip,R hip,L knee,R knee,L ankle,R ankle,L crutch,R crutch,M_L crutch,M_R crutch,thigh c_x,thigh c_y,shank c_x,shank c_y
6502,27.09166667,5.322,-15.124,13.874,19.542,17.922,21.801,,69.956,,,927.0000172,578.5000044,950.0000095,815.4999983
6503,27.09583333,5.455,-15.124,14.196,19.524,18.035,22.565,,69.941,,,927.0000172,578.5000044,950.0000095,816.0000157
6504,27.1,5.524,-15.124,14.226,19.524,18.118,22.762,,69.88,,,927.0000172,578.5000044,950.0000095,816.0000157
6505,27.10416667,5.459,-15.604,14.194,19.75,18.133,22.982,,70.135,,,927.5000095,578.5000044,950.5000019,816.0000157
6506,27.10833333,5.492,-15.604,14.238,19.768,18.271,22.1,,70.17,,,927.5000095,578.5000044,950.5000019,815.4999983
6507,27.1125,5.498,-15.124,14.243,19.524,18.355,22.392,,70.172,,,927.0000172,578.5000044,950.0000095,816.0000157
6508,27.11666667,5.069,-15.124,14.538,19.524,18.134,21.22,,70.177,,,927.0000172,578.5000044,950.0000095,816.0000157
6509,27.12083333,5.069,-15.604,14.538,19.768,18.065,18.468,,70.189,,,927.5000095,578.5000044,950.9999943,815.4999983
6510,27.125,5.067,-15.604,14.545,19.768,18.105,20.883,,70.19,,,927.5000095,578.5000044,950.5000019,815.4999983
6511,27.12916667,5.025,-15.124,14.523,19.524,18.04,21.388,,70.086,,,927.0000172,578.5000044,950.0000095,816.0000157
6512,27.13333333,5.021,-16.082,14.521,19.994,18.049,21.228,,70.095,,,926.9999886,578.5000044,950.5000019,815.4999983
6513,27.1375,5.464,-15.604,14.484,19.768,18.23,21.231,,70.058,,,927.5000095,578.5000044,950.5000019,815.4999983
6514,27.14166667,4.945,-16.082,14.493,19.994,18.242,21.149,,70.027,,,926.9999886,578.5000044,950.5000019,815.4999983
6515,27.14583333,4.89,-16.082,14.49,19.994,18.354,21.059,,70.066,,,926.9999886,578.5000044,950.5000019,815.4999983
6516,27.15,4.892,-16.082,14.495,19.994,18.387,21.075,,70.25,,,926.9999886,578.5000044,950.5000019,815.4999983
6517,27.15416667,5.586,-16.082,14.549,19.994,18.43,21.048,,70.233,,,926.9999886,578.5000044,950.5000019,815.4999983
6518,27.15833333,5.025,-16.082,14.782,19.994,18.37,21.074,,70.187,,,926.9999886,578.5000044,950.5000019,815.4999983
6519,27.1625,5.013,-16.082,14.806,19.994,18.267,21.215,,70.226,,,926.9999886,578.5000044,950.5000019,815.4999983
6520,27.16666667,4.949,-16.082,14.987,19.994,18.133,21.538,,70.284,,,926.9999886,578.5000044,950.5000019,815.4999983
6521,27.17083333,4.943,-16.082,14.983,19.994,18.095,21.593,,70.307,,,926.9999886,578.5000044,950.5000019,815.4999983
6522,27.175,4.801,-16.082,15.171,19.994,18.004,21.393,,70.313,,,926.9999886,578.5000044,950.5000019,815.4999983
6523,27.17916667,4.781,-16.082,15.165,20.459,17.948,21.236,,70.281,,,927.4999809,578.5000044,950.9999943,815.4999983
6524,27.18333333,4.75,-16.082,15.285,20.459,18.023,21.298,,70.283,,,927.4999809,578.5000044,950.9999943,815.4999983
6525,27.1875,4.988,-16.082,15.454,20.459,18.03,21.327,,70.865,,,927.4999809,578.5000044,950.9999943,815.4999983
6526,27.19166667,5.022,-16.082,15.421,20.459,17.914,21.137,,70.89,,,927.4999809,578.5000044,950.9999943,815.4999983
6527,27.19583333,5.071,-16.082,15.537,20.459,18.059,21.139,,70.751,,,927.4999809,578.5000044,950.9999943,815.4999983
6528,27.2,5.072,-16.082,15.523,20.523,18.038,21.191,,70.757,,,927.4999809,579.0000057,950.9999943,815.4999983
6529,27.20416667,4.786,-16.082,15.918,20.523,17.917,21.519,,70.841,,,927.4999809,579.0000057,950.9999943,815.4999983
6530,27.20833333,4.79,-16.557,15.918,20.922,17.785,21.795,,70.907,,,927.9999733,578.5000044,951.4999866,815.4999983
6531,27.2125,4.794,-16.557,16.128,20.987,17.827,21.888,,70.435,,,927.9999733,579.0000057,951.4999866,815.4999983
6532,27.21666667,4.306,-16.557,16.414,20.987,17.952,22.414,,70.972,,,927.9999733,579.0000057,951.4999866,815.4999983
6533,27.22083333,4.309,-16.557,16.613,21.033,17.898,22.679,,70.872,,,927.9999733,578.4999883,951.4999866,814.9999809
6534,27.225,4.31,-16.557,16.615,21.033,17.913,22.582,,70.855,,,927.9999733,578.4999883,951.4999866,814.9999809
6535,27.22916667,4.378,-16.557,16.954,21.033,17.81,22.996,,70.904,,,927.9999733,578.4999883,951.4999866,814.9999809
6536,27.23333333,4.398,-16.557,16.961,21.033,17.822,22.883,,70.856,,,927.9999733,578.4999883,951.4999866,814.9999809
6537,27.2375,3.95,-16.557,16.995,21.213,17.871,20.507,,70.76,,,928.4999657,579.0000057,952.4999714,815.4999983
6538,27.24166667,3.952,-16.557,17.07,21.26,17.83,20.475,,70.773,,,928.4999657,578.4999883,952.4999714,814.9999809
6539,27.24583333,3.496,-16.557,17.359,21.497,17.757,22.314,,70.838,,,928.4999657,578.4999883,951.999979,814.9999809
6540,27.25,3.508,-16.557,17.686,21.26,17.959,19.036,,70.843,,,928.4999657,578.4999883,952.4999714,814.9999809
6541,27.25416667,3.529,-17.03,17.777,21.914,18.069,19.1,,70.871,,,929.0000153,579.0000057,953.000021,815.4999983
6542,27.25833333,3.563,-17.03,17.869,21.959,18.283,19.016,,70.9,,,929.0000153,578.4999883,953.000021,814.9999809
6543,27.2625,3.643,-17.03,17.911,21.959,18.34,18.508,,70.903,,,929.0000153,578.4999883,953.000021,814.9999809
6544,27.26666667,3.645,-17.03,17.905,22.138,18.491,18.485,,70.784,,,928.5000229,579.0000057,953.000021,815.4999983
6545,27.27083333,3.644,-17.501,17.894,22.646,18.763,17.964,,70.842,,,929.0000153,578.4999883,953.5000134,814.9999809
6546,27.275,3.66,-17.501,18.178,22.6,18.885,17.838,,70.657,,,929.0000153,579.0000057,953.5000134,815.4999983
6547,27.27916667,3.65,-17.501,18.177,22.716,19.235,17.392,,70.579,,,929.0000153,578.9999896,953.5000134,814.9999809
6548,27.28333333,3.742,-17.501,18.221,22.716,19.303,17.473,,70.431,,,929.0000153,578.9999896,953.5000134,814.9999809
6549,27.2875,3.222,-17.501,18.471,22.669,19.394,16.695,,70.916,,,929.0000153,579.500007,953.5000134,815.4999983
6550,27.29166667,3.204,-17.501,18.721,23.177,19.222,16.464,,70.906,,,929.5000076,578.9999896,954.0000057,814.9999809
6551,27.29583333,3.321,-17.501,18.781,23.177,19.248,15.851,,70.821,,,929.5000076,578.9999896,954.0000057,814.9999809
6552,27.3,2.975,-17.501,18.871,23.177,19.163,15.57,,70.761,,,929.5000076,578.9999896,954.0000057,814.9999809
6553,27.30416667,2.748,-17.501,19.007,23.13,19.26,15.264,,70.734,,,929.5000076,579.500007,954.0000057,815.4999983
6554,27.30833333,2.932,-17.969,19.108,23.591,19.363,15.196,,70.383,,,930,579.500007,954.4999981,815.4999983
6555,27.3125,2.485,-17.969,19.129,23.662,19.253,15.167,,70.258,,,930,580.0000083,954.4999981,815.4999983
6556,27.31666667,2.876,-17.969,19.423,23.662,19.106,15.091,,69.943,,,930,580.0000083,954.4999981,815.4999983
6557,27.32083333,2.502,-17.969,19.502,23.662,19.076,15.048,,69.938,,,930,580.0000083,954.4999981,815.4999983
6558,27.325,2.529,-17.969,19.769,23.886,18.882,15.25,,69.942,,,930.4999924,580.0000083,954.9999905,815.4999983
6559,27.32916667,2.161,-17.969,20.162,23.886,18.603,15.249,,70.244,,,930.4999924,580.0000083,954.9999905,815.4999983
6560,27.33333333,2.204,-17.969,20.45,23.886,18.427,14.294,,70.34,,,930.4999924,580.0000083,954.9999905,815.4999983
6561,27.3375,1.792,-17.969,20.657,24.11,18.283,14.001,,70.607,,,930,580.0000083,954.9999905,815.4999983
6562,27.34166667,1.262,-18.435,21.161,24.644,18.243,14.4,,70.458,,,930.4999924,580.5000097,955.4999828,815.4999983
6563,27.34583333,1.543,-18.435,21.564,24.644,18.083,15.038,,70.395,,,930.4999924,580.5000097,955.4999828,815.4999983
6564,27.35,1.015,-18.435,21.897,24.644,18.108,14.993,,70.369,,,930.4999924,580.5000097,955.4999828,815.4999983
6565,27.35416667,1.019,-18.435,22.208,25.103,18.081,14.762,,70.466,,,930.9999847,580.5000097,955.9999752,815.4999983
6566,27.35833333,1.049,-18.435,22.114,25.103,18.38,14.576,,70.266,,,930.9999847,580.5000097,955.9999752,815.4999983
6567,27.3625,1.135,-18.435,22.18,25.103,18.507,14.211,,70.186,,,930.9999847,580.5000097,955.9999752,815.4999983
6568,27.36666667,1.111,-18.898,22.171,25.179,19.036,14.065,,70.054,,,930.9999847,581.000011,955.9999752,815.4999983
6569,27.37083333,0.614,-19.359,21.949,25.861,19.862,13.429,,70.063,,,930.9999847,581.000011,956.4999676,815.4999983
6570,27.375,0.72,-19.359,21.767,25.861,20.348,13.46,,69.909,,,930.9999847,581.000011,956.4999676,815.4999983
6571,27.37916667,0.321,-19.522,22.108,25.939,20.56,13.303,,69.596,,,930.9999847,581.5000123,956.4999676,815.4999983
6572,27.38333333,0.29,-19.522,22.153,26.634,20.506,12.82,,69.597,,,931.5000343,581.5000123,957.0000172,815.4999983
6573,27.3875,0.29,-19.522,22.466,26.604,20.396,11.645,,69.442,,,931.5000343,581.5000123,957.0000172,816.0000157
6574,27.39166667,0.293,-20.442,22.788,27.313,20.138,11.202,,69.387,,,931.5000057,581.5000123,957.5000095,815.4999983
6575,27.39583333,0.352,-20.442,22.734,27.363,20.104,10.356,,68.822,,,931.5000057,582.0000136,957.5000095,816.0000157
6576,27.4,0.336,-20.442,22.985,27.394,19.933,9.25,,68.528,,,931.5000057,582.0000136,957.5000095,815.4999983
6577,27.40416667,-0.325,-20.442,22.927,27.82,19.898,8.834,,68.232,,,931.9999981,582.0000136,958.0000019,816.0000157
6578,27.40833333,-0.328,-20.898,22.906,27.901,20.146,8.733,,67.574,,,931.9999981,582.5000149,958.0000019,816.0000157
6579,27.4125,-0.381,-20.898,23.073,28.578,19.967,8.963,,67.114,,,931.9999981,582.5000149,958.4999943,816.0000157
6580,27.41666667,-0.384,-21.351,23.395,28.662,19.925,7.745,,67.131,,,931.9999981,583.0000162,958.4999943,816.0000157
6581,27.42083333,-0.386,-21.351,23.45,28.884,20.064,7.904,,67.558,,,932.4999905,583.0000162,958.9999866,816.0000157
6582,27.425,-0.416,-21.351,23.548,28.564,20.078,5.958,,67.286,,,932.4999905,583.5000014,959.499979,816.500001
6583,27.42916667,-0.388,-21.801,23.773,29.19,20.495,6.142,,66.559,,,932.9999828,583.5000175,959.9999714,816.0000157
6584,27.43333333,-0.387,-21.801,23.831,29.411,20.396,5.983,,66.555,,,932.4999905,583.5000175,959.9999714,816.0000157
6585,27.4375,-0.771,-21.801,23.984,29.865,20.299,5.989,,66.168,,,932.9999828,583.5000175,960.4999638,816.0000157
6586,27.44166667,-1.06,-21.801,24.342,29.865,20.168,4.941,,66.148,,,932.9999828,584.5000041,960.4999638,816.500001
6587,27.44583333,-1.938,-22.694,25.853,30.64,19.465,4.896,,65.8,,,933.5000324,584.0000188,961.0000134,816.0000157
6588,27.45,-1.849,-22.068,26.268,30.859,19.336,5.407,,66.086,,,933.0000401,584.9999893,961.0000134,816.500001
6589,27.45416667,-1.715,-22.51,26.244,31.183,19.55,6.845,,65.879,,,934.0000248,585.4999906,961.5000057,816.500001
6590,27.45833333,-2.341,-22.949,26.711,31.854,19.748,7.438,,66.306,,,934.0000248,585.4999906,961.9999981,816.500001
6591,27.4625,-2.282,-22.949,27.26,31.854,19.859,7.485,,66.224,,,934.0000248,585.4999906,961.9999981,816.500001
6592,27.46666667,-2.787,-23.385,27.604,32.615,19.906,7.468,,66.062,,,933.9999962,585.9999919,962.4999905,816.500001
6593,27.47083333,-2.797,-23.819,27.654,33.16,20.065,7.683,,66.135,,,934.4999886,586.4999932,962.9999828,816.500001
6594,27.475,-3.248,-23.819,27.91,33.16,20.7,9.193,,66.494,,,934.4999886,586.4999932,962.9999828,816.500001
6595,27.47916667,-3.259,-24.249,28.266,33.473,20.842,9.76,,66.109,,,934.9999809,586.9999945,963.4999752,816.500001
6596,27.48333333,-2.977,-24.346,28.742,34.138,21.519,9.647,,65.618,,,934.9999809,586.9999945,963.9999676,816.500001
6597,27.4875,-3.401,-24.561,29.364,34.667,21.545,10.167,,66.214,,,935.4999733,588.0000132,964.4999599,817.0000184
6598,27.49166667,-4.28,-25.088,30.165,35.448,21.91,10.405,,65.356,,,936.0000229,588.5000145,965.0000095,817.0000184
6599,27.49583333,-4.195,-25.088,30.678,35.215,21.694,7.994,,65.772,,,936.0000229,588.5000145,965.5000305,817.0000184
6600,27.5,-4.701,-25.615,31.324,36.443,21.735,10.498,,65.466,,,937.0000076,589.0000159,965.9999943,817.0000184
6601,27.50416667,-4.935,-25.718,31.575,36.313,21.595,7.811,,64.999,,,937.0000076,589.5000172,966.5000153,817.0000184
6602,27.50833333,-5.05,-26.035,31.835,36.846,21.836,7.614,,65.238,,,937.0000076,590.0000185,967.0000076,817.0000184
6603,27.5125,-5.771,-26.247,32.613,37.292,21.99,7.24,,65.056,,,937.5,590.0000185,967.5,817.0000184
6604,27.51666667,-5.725,-26.565,33.199,37.843,21.869,7.051,,64.943,,,937.9999924,590.5000198,967.9999924,817.0000184
6605,27.52083333,-6.25,-27.415,34.677,38.607,21.681,6.966,,64.545,,,937.9999638,591.0000211,968.4999847,817.0000184
6606,27.525,-7.27,-27.626,35.85,39.39,20.912,7.117,,63.74,,,938.5000134,591.5000063,969.0000343,817.0000184
6607,27.52916667,-7.774,-27.516,36.597,39.28,20.675,7.59,,63.315,,,938.5000134,591.9999915,969.0000343,817.5000036
6608,27.53333333,-7.741,-27.836,37.076,39.831,20.412,8.057,,63.103,,,939.0000057,592.4999928,969.5000267,817.5000036
6609,27.5375,-8.076,-28.365,38.051,40.593,20.006,8.304,,62.816,,,939.0000057,592.9999942,970.0000191,817.5000036
6610,27.54166667,-8.81,-28.686,38.358,41.146,19.694,7.669,,62.145,,,939.4999981,593.4999955,970.5000114,817.5000036
6611,27.54583333,-8.681,-29.008,38.734,41.355,19.153,7.758,,60.94,,,939.9999905,594.499982,971.0000038,818.499974
6612,27.55,-8.558,-29.124,38.876,42.024,18.85,8.706,,60.942,,,940.4999828,594.4999981,971.4999962,817.5000036
6613,27.55416667,-8.525,-29.775,38.995,42.787,19.018,9.299,,60.894,,,940.4999828,594.9999994,971.9999886,817.5000036
6614,27.55833333,-8.995,-29.775,39.654,42.787,18.752,9.407,,60.623,,,940.4999828,594.9999994,971.9999886,817.5000036
6615,27.5625,-9.025,-30.101,39.821,43.342,18.162,11.896,,60.465,,,940.9999752,595.5000007,972.4999809,817.5000036
6616,27.56666667,-9.168,-30.635,40.041,44.125,18.178,14.306,,60.775,,,941.5000248,596.000002,973.0000305,817.5000036
6617,27.57083333,-9.131,-30.964,40.87,44.681,17.543,15.612,,60.162,,,942.0000172,596.5000033,973.5000229,817.5000036
6618,27.575,-10.057,-31.169,41.711,45.376,16.995,16.047,,59.607,,,942.0000172,597.4999899,974.0000153,817.9999888
6619,27.57916667,-9.949,-31.498,42.182,45.704,16.766,17.327,,58.835,,,942.5000095,597.9999912,974.5000076,817.9999888
6620,27.58333333,-10.529,-31.827,42.636,46.034,17.229,15.298,,58.913,,,943.0000019,598.4999925,975.4999924,817.9999888
6621,27.5875,-10.802,-32.158,43.044,46.592,17.116,15.511,,58.828,,,943.4999943,598.9999777,975.9999847,817.9999888
6622,27.59166667,-10.765,-32.692,43.009,47.352,17.357,15.677,,58.619,,,943.4999657,599.499979,976.4999771,817.9999888
6623,27.59583333,-10.819,-32.822,42.95,47.482,16.806,15.601,,58.206,,,943.4999657,599.9999803,976.4999771,817.9999888
6624,27.6,-10.811,-33.357,43.459,48.267,16.707,16.773,,57.608,,,944.0000153,600.4999816,977.0000267,817.9999888
6625,27.60416667,-11.348,-33.69,43.92,48.826,16.498,16.854,,57.685,,,944.5000076,600.999983,977.5000191,817.9999888
6626,27.60833333,-11.27,-33.756,44.223,49.314,16.387,16.762,,57.222,,,945,602.0000017,978.0000114,818.5000062
6627,27.6125,-11.773,-34.224,44.825,49.874,16.194,16.176,,57.335,,,945.4999924,602.500003,978.5000038,818.5000062
6628,27.61666667,-12.141,-34.558,45.154,50.209,16.366,15.859,,56.125,,,945,603.0000043,978.5000038,818.5000062
6629,27.62083333,-12.248,-35.032,45.898,50.682,16.274,15.522,,55.757,,,945.4999924,604.0000069,978.9999962,818.5000062
6630,27.625,-13.425,-35.032,47.28,51.105,16.093,13.77,,54.623,,,945.9999847,604.0000069,979.4999886,818.5000062
6631,27.62916667,-13.54,-35.369,47.818,51.732,16.34,11.977,,53.969,,,946.4999771,605.4999948,979.9999809,818.9999914
6632,27.63333333,-14.137,-35.762,48.167,52.49,16.232,11.008,,53.951,,,946.4999771,605.99998,980.4999733,818.9999914
6633,27.6375,-14.128,-36.045,48.394,52.633,16.872,11.007,,53.64,,,946.4999771,606.4999813,980.4999733,818.9999914
6634,27.64166667,-14.16,-36.579,48.635,53.419,17.232,11.202,,53.9,,,947.0000267,606.9999826,981.0000229,818.9999914
6635,27.64583333,-14.2,-36.918,49.562,53.981,16.794,11.168,,53.486,,,947.5000191,607.4999839,981.5000153,818.9999914
6636,27.65,-14.271,-36.966,49.713,54.731,16.855,11.377,,52.722,,,947.5000191,608.5000026,982.0000076,819.5000088
6637,27.65416667,-14.719,-37.304,50.24,55.293,16.668,12.046,,52.083,,,948.0000114,609.0000039,982.5,819.5000088
6638,27.65833333,-14.533,-37.451,50.555,55.441,16.645,11.273,,51.434,,,948.0000114,609.5000052,982.5,819.5000088
6639,27.6625,-15.57,-38.089,51.392,55.932,16.344,11.46,,51.494,,,948.5000038,610.5000079,982.9999924,819.5000088
6640,27.66666667,-15.465,-38.431,51.936,56.497,15.921,10.772,,51.51,,,948.9999962,611.0000092,983.4999847,819.5000088
6641,27.67083333,-15.867,-38.774,52.572,57.061,15.065,11.217,,50.872,,,949.4999886,611.5000105,983.9999771,819.5000088
6642,27.675,-16.034,-39.341,53.133,57.882,14.344,12.479,,50.513,,,949.5000172,612.499997,984.5000267,819.999994
6643,27.67916667,-15.814,-39.341,53.737,58.036,13.398,13.241,,50.05,,,949.5000172,612.9999822,984.5000267,819.999994
6644,27.68333333,-16.382,-39.993,54.301,58.755,13.338,13.932,,50.079,,,950.0000095,613.9999849,985.0000191,819.999994
6645,27.6875,-16.954,-40.179,54.844,59.162,13.323,14.251,,50.126,,,950.5000019,613.9999849,985.5000114,819.999994
6646,27.69166667,-17.719,-40.681,56.464,59.884,12.812,15.516,,49.695,,,950.9999943,614.9999875,986.0000038,819.999994
6647,27.69583333,-18.917,-40.707,58.404,60.224,12.2,17.061,,49.118,,,951.4999866,616.0000062,986.4999962,820.5000114
6648,27.7,-19.391,-40.865,59.484,60.569,12.723,17.905,,49.479,,,950.9999943,616.5000075,986.4999962,820.5000114
6649,27.70416667,-19.821,-41.37,59.878,61.296,13.164,18.104,,49.233,,,951.4999866,617.5000101,986.9999886,820.5000114
6650,27.70833333,-20.028,-41.878,60.166,61.941,14.961,20.342,,48.955,,,951.999979,618.0000114,987.4999809,819.999994
6651,27.7125,-21.441,-42.224,61.652,62.426,16.041,21.781,,47.952,,,952.4999714,618.5000128,987.9999733,820.5000114
6652,27.71666667,-21.475,-42.585,61.991,63.043,16.419,22.55,,48.129,,,953.000021,619.4999993,988.5000229,820.9999967
6653,27.72083333,-21.857,-42.585,62.508,63.072,17.027,25.571,,48.762,,,953.000021,619.9999845,989.0000153,820.4999793
6654,27.725,-22.132,-42.93,62.718,63.637,17.231,28.828,,49.075,,,953.5000134,620.4999858,989.5000076,820.4999793
6655,27.72916667,-22.541,-43.442,63.147,64.37,17.085,29.308,,48.761,,,954.0000057,621.4999884,990,820.4999793
6656,27.73333333,-23.297,-43.781,63.657,64.718,17.252,29.429,,48.472,,,953.5000134,621.9999897,990,820.4999793
6657,27.7375,-23.393,-44.306,63.455,65.46,17.331,30.87,,47.907,,,954.4999981,622.4999911,990.9999847,820.4999793
6658,27.74166667,-24.05,-44.478,65.066,65.632,16.89,30.318,,47.928,,,954.4999981,622.9999924,990.9999847,820.4999793
6659,27.74583333,-24.344,-44.653,65.317,66.367,16.351,30.184,,46.439,,,954.9999905,624.5000124,991.4999771,820.9999967
6660,27.75,-24.684,-45,66.082,66.932,16.42,29.476,,46.16,,,955.4999828,624.9999976,991.9999695,820.9999967
6661,27.75416667,-25.468,-45.349,67.334,67.107,16.142,29.446,,46.458,,,955.4999828,625.500015,991.9999695,820.9999967
6662,27.75833333,-25.333,-45.694,67.73,67.889,15.959,25.244,,46.163,,,956.0000324,626.0000002,992.5000191,820.9999967
6663,27.7625,-25.593,-46.219,68.309,68.721,15.288,24.078,,46.438,,,956.5000248,627.0000029,993.0000114,820.5000114
6664,27.76666667,-25.439,-46.397,68.573,69.107,14.834,24.316,,46.16,,,957.0000172,628.0000055,993.5000038,820.9999967
6665,27.77083333,-25.119,-46.757,68.917,69.296,14.501,24.268,,46.161,,,957.5000095,629.0000081,993.5000038,820.9999967
6666,27.775,-24.988,-46.927,69.126,69.851,14.173,24.294,,45.578,,,957.5000095,629.0000081,993.9999962,820.9999967
6667,27.77916667,-25.846,-47.459,70.211,70.597,13.892,23.058,,45.33,,,958.0000019,630.0000107,994.4999886,820.9999967
6668,27.78333333,-25.969,-47.277,70.794,70.78,13.587,22.153,,44.866,,,958.0000019,631.0000134,994.4999886,821.5000141
6669,27.7875,-25.789,-47.81,71.44,71.316,13.579,21.805,,45.153,,,958.4999943,632.000016,994.9999809,821.5000141
6670,27.79166667,-26.187,-48.16,71.619,71.882,13.921,19.649,,45.606,,,958.9999866,632.5000012,995.4999733,821.5000141
6671,27.79583333,-26.913,-48.861,72.831,72.61,14.877,17.177,,46.393,,,958.9999866,633.0000186,995.9999657,821.5000141
6672,27.8,-27.308,-48.884,72.871,72.634,15.353,15.876,,44.601,,,959.499979,634.5000064,995.9999657,821.9999993
6673,27.80416667,-27.302,-49.211,73.088,73.573,15.426,16.063,,44.554,,,959.5000362,634.9999917,996.5000153,821.9999993
6674,27.80833333,-27.022,-49.749,73.211,73.974,15.418,18.02,,45.508,,,960.500021,635.5000091,997.0000076,821.9999993
6675,27.8125,-27.415,-49.749,73.358,74.326,15.301,19.249,,45.562,,,960.0000286,635.9999943,997.0000076,821.9999993
6676,27.81666667,-27.518,-49.939,73.621,74.922,15.206,22.93,,45.693,,,961.0000134,637.5000143,997.5,822.5000167
6677,27.82083333,-27.418,-50.099,74.072,75.293,15.258,23.097,,45.677,,,961.5000057,637.5000143,997.9999924,822.5000167
6678,27.825,-27.371,-51.028,74.983,76.225,15.35,23.316,,45.752,,,961.9999981,639.5000196,998.4999847,822.5000167
6679,27.82916667,-28.028,-51.184,76.141,76.593,15.27,22.862,,45.176,,,962.4999905,640.49999,998.9999771,823.0000019
6680,27.83333333,-28.482,-51.575,76.533,76.789,15.979,22.857,,45.005,,,962.4999905,641.0000074,998.9999771,823.0000019
6681,27.8375,-29.464,-51.73,78.418,77.551,16.498,22.447,,44.092,,,962.9999828,641.4999926,999.4999695,822.4999845
6682,27.84166667,-30.213,-52.431,78.751,78.522,16.91,22.597,,44.207,,,963.5000324,642.4999952,1000.000019,822.4999845
6683,27.84583333,-29.991,-52.781,78.933,78.674,16.854,20.341,,44.576,,,964.0000248,643.4999979,1001.000032,822.9999697
6684,27.85,-30.41,-53.18,79.5,79.074,16.36,20.481,,44.673,,,964.0000248,644.5000005,1001.000032,822.9999697
6685,27.85416667,-30.337,-53.381,79.934,79.635,16.243,19.894,,45.248,,,964.5000172,644.9999857,1001.500025,822.9999697
6686,27.85833333,-30.501,-53.733,80.506,80.193,15.631,20.188,,45.375,,,965.0000095,646.5000057,1002.000017,823.4999871
6687,27.8625,-31.038,-53.881,81.853,80.753,15.039,19.974,,43.777,,,965.5000019,646.9999909,1002.50001,823.4999871
6688,27.86666667,-31.71,-54.433,82.11,81.516,15.172,19.973,,44.405,,,965.9999943,647.9999936,1003.000002,823.4999871
6689,27.87083333,-32.386,-54.638,82.104,81.516,16.41,19.355,,44.044,,,965.9999943,648.9999962,1003.000002,823.9999723
6690,27.875,-32.284,-55.193,82.495,82.279,16.114,19.492,,43.73,,,966.4999866,649.9999988,1003.499994,823.9999723
6691,27.87916667,-32.301,-54.987,82.746,82.701,17.746,19.711,,44.186,,,967.4999714,651.0000014,1003.999987,824.4999897
6692,27.88333333,-32.244,-55.401,82.629,83.116,18.696,19.624,,44.367,,,967.4999714,652.0000041,1003.999987,824.4999897
6693,27.8875,-32.866,-56.101,83.893,83.881,18.327,19.017,,44.494,,,968.000021,652.5000215,1004.500036,824.4999897
6694,27.89166667,-32.838,-56.24,83.97,84.437,18.11,19.127,,43.035,,,968.5000134,653.9999771,1005.000029,824.999975
6695,27.89583333,-32.632,-56.797,84.17,84.992,17.454,17.868,,44.101,,,969.0000057,654.4999945,1005.500021,824.999975
6696,27.9,-32.521,-57.144,84.399,85.562,17.161,15.098,,44.41,,,969.4999981,656.0000145,1006.000013,825.4999924
6697,27.90416667,-32.81,-57.567,85.527,85.892,16.531,11.823,,45.432,,,969.4999981,657.0000172,1006.500006,825.0000072
6698,27.90833333,-32.955,-57.355,85.567,86.44,16.365,14.512,,45.332,,,969.9999905,657.9999876,1006.500006,825.9999776
6699,27.9125,-33.776,-58.128,86.99,87.206,16.577,15.85,,46.287,,,970.4999828,658.9999902,1006.999998,825.4999924
6700,27.91666667,-34.065,-58.128,87.87,87.649,16.648,15.795,,45.848,,,970.4999828,660.5000103,1006.999998,826.0000098
6701,27.92083333,-33.585,-58.475,87.501,87.996,17.258,11.927,,46.739,,,970.9999752,660.9999955,1007.999983,826.0000098
6702,27.925,-33.517,-58.821,87.347,88.622,17.408,13.663,,46.721,,,972.0000172,662.4999833,1008.500032,826.499995
6703,27.92916667,-33.879,-59.253,88.06,89.057,17.34,12.788,,46.487,,,972.0000172,663.4999859,1008.500032,826.9999802
6704,27.93333333,-34.071,-59.816,88.563,89.608,16.965,14.349,,46.376,,,972.5000095,664.0000033,1009.000025,826.499995
6705,27.9375,-34.067,-60.161,89.212,90.596,17.27,16.78,,45.321,,,973.0000019,665.5000234,1009.000025,827.0000124
6706,27.94166667,-33.973,-60.601,89.468,90.834,18.424,13.088,,45.348,,,973.0000019,666.500026,1009.500017,827.0000124
6707,27.94583333,-34.033,-60.505,89.913,91.162,18.735,13.565,,45.014,,,973.4999943,667.4999964,1010.00001,827.4999976
6708,27.95,-34.286,-61.289,90.451,91.728,18.91,14.287,,45.005,,,973.9999866,668.499999,1010.500002,827.4999976
6709,27.95416667,-34.155,-61.289,90.603,91.95,18.827,14.273,,45.982,,,973.9999866,668.9999843,1010.500002,827.4999976
6710,27.95833333,-34.358,-61.39,90.704,92.617,18.462,14.316,,47.025,,,975,670.5000043,1010.999994,828.000015
6711,27.9625,-33.965,-61.734,91.299,93.286,17.88,14.391,,46.544,,,975.4999924,671.9999921,1011.499987,828.5000002
6712,27.96666667,-34.643,-62.182,91.738,93.511,18.575,14.338,,46.459,,,975.4999924,672.5000095,1011.499987,828.5000002
6713,27.97083333,-35.725,-62.526,92.959,94.056,18.381,13.085,,46.75,,,975.9999847,673.9999974,1011.999979,828.9999855
6714,27.975,-36.056,-63.094,93.484,95.025,17.866,13.513,,47.396,,,976.5000343,675,1012.500029,828.9999855
6715,27.97916667,-36.779,-63.321,94.947,95.252,17.275,13.253,,47.687,,,976.5000343,675.4999852,1012.500029,828.9999855
6716,27.98333333,-37.722,-63.435,96.515,96.043,16.985,14.337,,48.366,,,977.0000267,677.0000052,1013.000021,829.0000176
