frame,time(s),L hip,R hip,L knee,R knee,L ankle,R ankle,L crutch,R crutch,M_L crutch,M_R crutch,thigh c_x,thigh c_y,shank c_x,shank c_y
1066,4.441666667,-40.369,-59.56,90.582,88.391,18.523,31.172,,34.265,,,966.0000229,696.5000081,1003.000002,863.0000103
1067,4.445833333,-39.931,-59.689,90.529,87.973,18.263,30.352,,34.077,,,965.0000095,695.4999733,1002.50001,862.4999928
1068,4.45,-40.437,-59.431,91.131,87.423,18.064,31.731,,34.006,,,964.4999599,694.0000176,1001.499968,862.0000076
1069,4.454166667,-41.737,-58.993,92.663,86.871,17.852,16.396,,33.965,,,963.9999676,693.5000002,1000.999975,862.0000076
1070,4.458333333,-41.972,-58.993,92.772,86.572,17.876,61.352,,34.763,,,963.4999752,691.9999802,1000.999975,861.4999902
1071,4.4625,-42.205,-58.643,92.742,86.021,18.154,16.474,,34.145,,,962.9999828,691.499995,1000.499983,861.4999902
1072,4.466666667,-42.342,-58.426,92.395,85.364,17.999,8.908,,33.186,,,962.4999905,690.0000072,999.9999905,861.000005
1073,4.470833333,-41.705,-57.995,91.456,84.932,17.185,1.077,,34.167,,,962.4999905,689.0000045,999.9999905,861.000005
1074,4.475,-40.321,-57.645,89.705,84.796,17.315,4.454,,34.799,,,961.9999981,688.0000019,999.4999981,860.5000198
1075,4.479166667,-39.146,-57.082,87.978,84.027,16.848,5.641,,34.759,,,961.5000057,686.9999993,999.0000057,860.5000198
1076,4.483333333,-36.881,-57.082,84.799,83.824,16.617,7.932,,34.48,,,960.500021,685.9999967,998.5000134,859.499985
1077,4.4875,-35.156,-56.52,83.143,83.055,14.927,8.712,,35.562,,,960.0000286,684.999994,998.000021,859.499985
1078,4.491666667,-35.234,-56.101,83.892,82.633,14.96,9.711,,34.26,,,960.0000286,683.9999914,998.000021,859.499985
1079,4.495833333,-35.657,-56.028,83.774,81.882,15.17,9.288,,34.474,,,959.499979,683.000021,997.4999714,859.5000172
1080,4.5,-35.156,-55.257,83.275,81.115,14.343,13.111,,35.178,,,958.9999866,682.0000184,996.999979,859.5000172
1081,4.504166667,-35.005,-55.257,82.866,80.919,14.6,13.378,,34.565,,,958.9999866,680.9999835,996.999979,858.9999998
1082,4.508333333,-35.482,-54.697,82.79,80.153,15.161,9.197,,34.317,,,958.4999943,679.9999809,996.4999866,858.9999998
1083,4.5125,-35.229,-54.551,82.622,80.104,14.062,9.631,,35.036,,,958.0000019,679.0000105,995.9999943,857.9999971
1084,4.516666667,-34.488,-54.14,81.559,79.485,14.174,10.003,,34.906,,,957.0000172,678.0000079,995.5000019,857.9999971
1085,4.520833333,-33.212,-54.197,79.72,78.846,14.828,10.049,,35.227,,,956.5000248,677.0000052,995.0000095,857.9999971
1086,4.525,-32.11,-53.787,77.975,78.286,14.976,12.566,,34.953,,,957.0000172,676.0000026,995.0000095,857.9999971
1087,4.529166667,-31.519,-53.584,77.145,78.175,14.966,13.92,,34.7,,,956.0000324,675,994.5000172,856.9999945
1088,4.533333333,-31.742,-52.878,77.547,77.204,14.802,13.122,,34.421,,,955.4999828,673.9999974,993.9999676,856.9999945
1089,4.5375,-31.484,-53.079,77.552,76.928,14.582,12.936,,33.689,,,955.4999828,672.9999948,993.9999676,856.9999945
1090,4.541666667,-31.234,-52.524,77.035,76.166,15.118,43.043,,33.87,,,954.9999905,671.9999921,993.4999752,856.9999945
1091,4.545833333,-31.289,-51.97,76.811,75.695,15.24,67.672,,34.818,,,954.4999981,671.4999747,992.9999828,856.4999771
1092,4.55,-30.408,-51.814,75.685,75.331,15.48,21.556,,34.616,,,954.0000057,670.5000043,992.4999905,855.9999919
1093,4.554166667,-29.085,-51.419,73.878,74.844,15.77,5.708,,34.529,,,954.0000057,669.5000017,992.4999905,856.5000093
1094,4.558333333,-28.737,-51.772,72.652,74.667,16.619,2.22,,34.253,,,952.9999924,668.499999,991.9999981,855.9999919
1095,4.5625,-28.855,-51.419,72.406,74.193,16.892,44.641,,33.912,,,952.5,667.9999816,991.5000057,855.4999745
1096,4.566666667,-28.525,-50.516,71.53,73.643,17.215,11.875,,33.992,,,953.000021,666.999979,991.5000057,855.4999745
1097,4.570833333,-27.575,-50.551,70.413,73.275,17.396,3.16,,34.545,,,952.5000286,666.0000086,991.0000134,854.9999893
1098,4.575,-27.108,-50.162,69.766,72.538,16.924,6.453,,34.655,,,952.0000362,665.4999912,990.500021,855.5000067
1099,4.579166667,-26.023,-49.616,68.034,71.735,17.446,7.97,,34.566,,,950.9999657,664.4999886,989.9999714,855.5000067
1100,4.583333333,-25.532,-49.808,67.312,71.28,16.713,9.805,,34.458,,,950.4999733,663.4999859,989.499979,854.9999893
1101,4.5875,-25.356,-49.616,67.539,71.088,16.718,10.651,,34.503,,,950.4999733,663.0000007,989.499979,854.9999893
1102,4.591666667,-25.216,-49.073,67.4,70.334,16.392,10.632,,34.364,,,949.9999809,661.9999981,988.9999866,854.9999893
1103,4.595833333,-24.806,-48.72,67.259,69.979,15.961,10.989,,34.753,,,949.4999886,661.4999807,988.4999943,854.9999893
1104,4.6,-24.9,-48.72,67.347,69.898,15.686,12.586,,36.113,,,949.4999886,660.5000103,988.4999943,854.5000041
1105,4.604166667,-24.904,-48.599,66.886,69.733,16.047,13.227,,36.815,,,949.5000172,661.5000129,988.0000019,854.5000041
1106,4.608333333,-24.941,-47.827,66.044,68.769,16.325,13.226,,36.226,,,948.5000038,658.500005,987.5000095,854.0000188
1107,4.6125,-24.001,-47.474,64.984,68.204,16.708,12.524,,35.778,,,948.0000114,658.0000198,987.0000172,854.0000188
1108,4.616666667,-23.567,-46.95,63.456,67.426,18.505,12.411,,35.414,,,947.4999619,657.5000024,986.4999676,854.0000188
1109,4.620833333,-23.66,-47.134,63.222,67.271,18.73,12.281,,35.625,,,947.4999619,656.4999998,986.4999676,853.5000014
1110,4.625,-23.491,-46.768,62.701,66.522,19.069,11.655,,35.095,,,946.9999695,655.4999971,985.9999752,853.5000014
1111,4.629166667,-23.559,-46.414,62.639,65.956,18.791,11.061,,35.113,,,946.4999771,655.0000119,985.4999828,853.5000014
1112,4.633333333,-23.614,-46.061,62.415,65.57,18.282,10.769,,34.245,,,945.9999847,654.0000093,984.9999905,853.0000162
1113,4.6375,-23.758,-46.061,62.129,65.389,18.126,10.691,,35.019,,,945.9999847,653.5000241,984.9999905,853.0000162
1114,4.641666667,-22.88,-45.529,61.587,65.035,18.115,10.657,,35.473,,,945.4999924,653.0000067,984.4999981,853.0000162
1115,4.645833333,-22.932,-45.176,61.676,64.32,18.273,11.166,,36.167,,,945,651.4999866,984.0000057,852.4999988
1116,4.65,-22.945,-44.644,60.912,63.752,18.58,11.499,,35.54,,,945.0000286,651.4999866,983.5000134,852.4999988
1117,4.654166667,-22.858,-44.648,60.125,63.577,18.661,11.9,,35.066,,,944.5000076,650.499984,983.5000134,852.4999988
1118,4.658333333,-21.917,-44.124,59.123,62.837,19.061,12.782,,35.259,,,944.0000153,649.4999814,983.000021,852.4999988
1119,4.6625,-21.794,-43.766,58.841,62.162,19.152,13.716,,35.452,,,943.4999657,648.500011,982.4999714,852.4999988
1120,4.666666667,-21.698,-43.594,58.237,61.595,19.3,13.881,,36.128,,,942.9999733,647.9999936,981.999979,852.4999988
1121,4.670833333,-21.877,-43.766,57.885,61.457,18.378,16.236,,36.383,,,942.9999733,646.9999909,981.999979,851.9999814
1122,4.675,-21.438,-43.414,57.788,60.892,18.21,16.41,,35.702,,,942.4999809,646.5000057,981.4999866,851.9999814
1123,4.679166667,-21.775,-43.061,57.356,60.539,18.333,16.774,,35.516,,,941.9999886,645.9999883,980.9999943,851.9999814
1124,4.683333333,-21.348,-42.556,57.052,60.201,18.27,16.583,,36.217,,,941.9999886,644.9999857,980.9999943,851.9999814
1125,4.6875,-21.159,-42.173,56.682,59.407,18.35,13.677,,36.34,,,942.0000172,644.0000153,980.9999943,851.4999962
1126,4.691666667,-20.879,-41.654,56.564,59.054,17.781,15.973,,37.443,,,941.5000248,643.4999979,980.0000095,851.4999962
1127,4.695833333,-20.473,-41.654,56.374,58.488,17.211,15.498,,37.365,,,941.0000324,643.0000126,979.5000172,851.4999962
1128,4.7,-20.452,-41.489,56.158,58.358,17.087,15.398,,37.262,,,941.0000324,641.9999778,979.5000172,850.9999788
1129,4.704166667,-20.457,-41.116,55.887,57.367,16.774,12.973,,37.353,,,940.4999828,641.4999926,979.4999599,850.9999788
1130,4.708333333,-20.47,-40.601,55.399,56.801,17.275,14.613,,37.316,,,939.9999905,640.9999752,978.9999676,850.9999788
1131,4.7125,-20.382,-40.412,55.11,56.235,17.371,13.705,,37.262,,,939.4999981,640.49999,978.4999752,850.9999788
1132,4.716666667,-20.434,-40.412,55.093,56.235,17.512,13.503,,37.543,,,939.4999981,639.5000196,978.4999752,850.4999936
1133,4.720833333,-20.341,-39.901,54.662,55.884,17.614,13.182,,37.723,,,939.0000057,639.0000021,977.9999828,850.4999936
1134,4.725,-20.287,-39.71,54.527,55.533,17.488,12.726,,38.081,,,939.4999981,638.5000169,977.9999828,850.4999936
1135,4.729166667,-19.979,-39.202,54.137,54.967,17.842,11.09,,38.22,,,939.0000057,637.9999995,977.4999905,850.4999936
1136,4.733333333,-19.828,-39.046,53.462,54.284,18.045,9.53,,37.843,,,938.5000134,636.4999795,976.9999981,849.9999762
1137,4.7375,-19.009,-38.853,52.666,53.876,18.289,8.271,,38.465,,,938.000021,636.4999795,976.5000057,849.9999762
1138,4.741666667,-19.194,-38.853,52.415,53.72,18.044,8.026,,38.307,,,938.000021,635.9999943,976.5000057,849.9999762
1139,4.745833333,-18.23,-38.351,51.064,53.156,18.202,7.783,,37.966,,,937.5000286,635.4999769,976.0000134,849.9999762
1140,4.75,-17.287,-37.962,48.933,52.377,18.225,7.515,,37.842,,,936.999979,634.9999917,975.4999638,849.9999762
1141,4.754166667,-16.32,-37.659,47.216,52.225,18.102,7.272,,37.996,,,936.999979,634.4999743,975.4999638,849.9999762
1142,4.758333333,-15.799,-37.614,46.62,51.813,18.067,5.264,,38.382,,,936.4999866,633.5000038,974.9999714,849.4999909
1143,4.7625,-15.349,-37.117,45.059,51.051,17.988,0.777,,38.84,,,936.4999866,632.9999864,974.499979,849.4999909
1144,4.766666667,-15.321,-36.968,44.68,51.099,17.609,2.287,,38.691,,,935.9999943,632.5000012,974.499979,849.4999909
1145,4.770833333,-15.28,-36.771,45.07,50.703,17.678,3.118,,38.747,,,935.9999943,632.5000012,973.9999866,849.4999909
1146,4.775,-15.484,-36.426,45.118,49.922,18.327,5.003,,38.92,,,935.5000019,631.9999999,974.0000153,849.4999909
1147,4.779166667,-15.899,-36.082,45.246,49.358,18.261,4.701,,39.183,,,935.0000095,631.4999986,973.5000229,849.4999909
1148,4.783333333,-15.767,-36.082,45.289,49.306,18.203,5.334,,38.911,,,935.0000095,630.500012,973.5000229,849.0000057
1149,4.7875,-15.779,-35.882,45.284,48.888,18.049,4.978,,39.012,,,934.5000172,630.500012,973.0000305,849.0000057
1150,4.791666667,-15.731,-35.738,45.191,48.693,17.866,5.457,,38.934,,,934.5000172,630.0000107,973.0000305,849.5000231
1151,4.795833333,-15.728,-34.992,45.181,47.711,17.643,5.563,,38.887,,,934.4999599,629.5000094,972.4999809,849.5000231
1152,4.8,-15.61,-34.851,45.192,47.352,17.723,5.515,,38.88,,,933.4999752,629.0000081,971.9999886,849.5000231
1153,4.804166667,-15.044,-34.509,43.436,46.633,18.475,4.871,,38.787,,,933.4999752,628.5000229,971.4999962,849.0000057
1154,4.808333333,-14.144,-34.509,42.488,46.586,19.095,4.419,,39.137,,,933.4999752,628.5000229,971.4999962,849.5000231
1155,4.8125,-13.917,-34.167,41.855,46.024,19.253,3.994,,39.222,,,932.9999828,628.0000216,971.0000038,849.5000231
1156,4.816666667,-13.356,-33.826,40.867,45.682,19.852,3.483,,39.572,,,932.4999905,627.5000203,970.5000114,849.5000231
1157,4.820833333,-13.212,-33.69,40.657,45.545,20.028,1.572,,40.216,,,932.4999905,627.000019,970.5000114,849.5000231
1158,4.825,-13.26,-33.486,40.543,45.121,20.658,1.735,,40.419,,,931.9999981,627.000019,970.0000191,849.5000231
1159,4.829166667,-13.091,-33.147,40.324,44.561,20.669,1.822,,39.864,,,931.5000057,626.5000176,969.5000267,849.5000231
1160,4.833333333,-13.487,-32.809,40.132,44.221,20.897,1.701,,39.683,,,932.0000267,626.0000163,969.5000267,849.5000231
1161,4.8375,-13.401,-32.869,40.047,43.84,21.338,2.014,,40.145,,,931.5000343,625.4999989,969.0000343,849.0000057
1162,4.841666667,-13.361,-32.603,39.825,43.707,21.583,1.726,,39.78,,,931.5000343,624.9999976,969.0000343,849.0000057
1163,4.845833333,-13.323,-32.057,39.71,42.712,21.658,3.729,,39.645,,,930.9999847,624.4999963,968.9999771,849.0000057
1164,4.85,-13.323,-31.849,39.338,42.503,21.883,1.64,,39.495,,,930.4999924,624.4999963,967.9999924,849.0000057
1165,4.854166667,-12.672,-31.592,38.498,42.105,22.491,3.682,,39.418,,,930.4999924,624.5000124,968.4999847,849.5000231
1166,4.858333333,-12.684,-31.511,38.449,41.725,22.702,3.068,,38.93,,,930,623.999995,967.9999924,849.0000057
1167,4.8625,-12.744,-31.048,38.332,41.338,22.849,2.297,,38.635,,,930.4999924,624.0000111,967.9999924,849.5000231
1168,4.866666667,-12.167,-30.713,37.696,41.002,22.569,1.052,,38.862,,,930,623.5000098,967.5,849.5000231
1169,4.870833333,-12.303,-30.713,37.557,41.002,22.146,1.18,,39.04,,,930,623.5000098,967.5,849.5000231
1170,4.875,-12.311,-30.589,37.301,40.446,21.889,4.928,,39.464,,,929.5000076,623.0000085,967.0000076,849.5000231
1171,4.879166667,-12.32,-30.169,37.296,39.801,21.634,6.741,,39.172,,,929.5000076,623.0000085,966.5000153,849.5000231
1172,4.883333333,-11.782,-30.046,37.05,39.678,21.462,8.37,,39.336,,,929.5000076,622.5000232,966.5000153,849.5000231
1173,4.8875,-11.756,-29.836,36.915,39.244,21.483,7.996,,39.73,,,929.0000153,622.5000232,966.0000229,849.5000231
1174,4.891666667,-11.733,-29.715,36.844,39.123,21.498,7.918,,39.161,,,929.0000153,622.0000219,966.0000229,849.5000231
1175,4.895833333,-11.811,-29.291,36.375,38.466,21.564,8.842,,39.041,,,928.4999657,622.0000219,965.4999733,849.5000231
1176,4.9,-11.316,-29.078,36.099,38.252,21.513,9.995,,38.953,,,928.9999866,622.0000219,965.4999733,849.5000231
1177,4.904166667,-11.242,-28.747,35.753,37.662,21.27,10.069,,39.101,,,928.4999943,621.5000206,964.9999809,850.0000083
1178,4.908333333,-11.276,-28.63,35.746,37.544,21.047,9.779,,39.211,,,928.4999943,621.0000193,964.9999809,850.0000083
1179,4.9125,-10.785,-28.416,35.375,37.025,20.848,9.529,,39.435,,,928.0000019,621.5000045,964.4999886,850.4999936
1180,4.916666667,-10.386,-27.986,34.561,36.372,20.982,9.254,,39.281,,,928.0000019,621.5000045,963.9999962,850.4999936
1181,4.920833333,-10.542,-27.872,34.225,36.258,21.103,9.312,,39.139,,,928.0000019,621.0000032,963.9999962,850.4999936
1182,4.925,-10.168,-27.872,34.025,36.258,21.177,9.359,,38.914,,,928.0000019,621.0000032,963.9999962,850.4999936
1183,4.929166667,-10.233,-27.656,33.988,36.042,21.126,9.282,,38.352,,,927.5000095,621.0000032,963.5000038,850.4999936
1184,4.933333333,-9.837,-27.543,33.429,35.929,21.358,9.035,,38.445,,,927.5000095,620.5000019,963.5000038,850.4999936
1185,4.9375,-9.992,-27.216,33.363,35.378,21.459,8.156,,38.966,,,927.0000172,620.9999871,963.0000114,850.9999788
1186,4.941666667,-9.458,-27.216,32.581,34.938,21.991,5.445,,38.819,,,927.5000095,620.9999871,963.5000038,850.9999788
1187,4.945833333,-8.958,-27.106,31.81,35.052,22.449,7.646,,38.887,,,927.5000095,620.4999858,963.0000114,850.9999788
1188,4.95,-8.677,-26.89,31.591,34.612,22.821,7.382,,38.836,,,927.0000172,620.4999858,962.5000191,850.9999788
1189,4.954166667,-8.861,-26.89,31.767,34.612,22.827,7.618,,38.516,,,927.0000172,620.4999858,962.5000191,850.9999788
1190,4.958333333,-8.533,-26.565,31.535,34.287,22.842,8.388,,38.642,,,927.5000095,619.9999845,962.5000191,850.9999788
1191,4.9625,-8.197,-26.348,31.209,33.845,22.679,8.996,,38.9,,,927.0000172,619.9999845,962.0000267,850.9999788
1192,4.966666667,-8.285,-26.348,30.649,33.845,22.929,9.159,,39.2,,,927.0000172,619.9999845,962.0000267,850.9999788
1193,4.970833333,-7.316,-25.814,29.817,33.192,23.224,8.8,,39.655,,,927.5000381,620.0000006,962.5000191,852.0000136
1194,4.975,-7.428,-25.814,29.525,33.251,23.367,8.716,,39.753,,,927.5000381,620.0000006,962.5000191,851.4999962
1195,4.979166667,-7.099,-25.814,28.943,33.416,23.563,10.966,,39.296,,,927.5000381,620.0000006,962.0000267,852.0000136
1196,4.983333333,-6.703,-25.163,28.285,32.531,23.598,10.58,,39.607,,,927.4999809,620.0000006,961.4999771,852.0000136
1197,4.9875,-6.298,-25.06,27.951,32.428,23.827,10.107,,39.907,,,927.4999809,619.4999993,961.4999771,852.0000136
1198,4.991666667,-5.883,-25.06,27.383,32.428,23.962,10.024,,39.934,,,927.4999809,619.4999993,961.4999771,852.0000136
1199,4.995833333,-5.987,-24.677,26.807,32.209,24.767,9.817,,40.128,,,927.9999733,619.4999993,961.4999771,852.0000136
1200,5,-5.293,-24.677,26.34,32.137,25.226,9.682,,40.701,,,927.9999733,619.9999845,961.4999771,852.4999988
1201,5.004166667,-5.486,-24.677,26.187,31.692,25.344,7.638,,40.964,,,927.4999809,619.9999845,960.9999847,852.4999988
1202,5.008333333,-5.208,-24.677,25.804,31.22,25.431,1.99,,41.15,,,927.9999733,619.9999845,961.4999771,852.999984
1203,5.0125,-4.871,-24.249,25.728,31.373,25.564,4.304,,41.451,,,927.9999733,619.4999832,960.9999847,852.4999988
1204,5.016666667,-5.028,-24.249,25.301,31.373,26.083,3.315,,41.044,,,927.9999733,619.4999832,960.9999847,852.4999988
1205,5.020833333,-4.752,-23.819,24.655,31.153,26.434,2.313,,41.038,,,928.4999943,619.4999832,960.9999847,852.4999988
1206,5.025,-4.373,-23.819,24.327,30.857,27.185,0.745,,40.524,,,928.4999943,620.0000006,961.4999771,853.5000014
1207,5.029166667,-4.433,-23.819,24.02,31.112,27.313,1.153,,40.614,,,928.4999943,620.0000006,960.9999847,853.0000162
1208,5.033333333,-4.496,-23.819,23.978,30.796,27.31,1.667,,39.482,,,928.9999866,619.4999993,960.9999847,853.0000162
1209,5.0375,-4.118,-23.819,23.628,30.796,27.095,1.58,,39.705,,,928.9999866,619.4999993,960.9999847,853.0000162
1210,5.041666667,-3.797,-23.819,22.972,30.796,27.657,1.509,,40.555,,,928.9999866,619.4999993,960.9999847,853.0000162
1211,5.045833333,-3.457,-23.385,22.9,30.576,27.795,1.566,,40.56,,,929.499979,619.4999993,960.9999847,853.0000162
1212,5.05,-3.546,-23.385,22.597,30.604,27.641,2.711,,40.391,,,929.499979,619.4999993,960.9999847,852.4999988
1213,5.054166667,-3.136,-23.575,22.325,30.261,27.255,2.61,,40.583,,,929.9999714,619.0000141,960.9999847,853.0000162
1214,5.058333333,-2.693,-23.575,21.257,30.167,26.486,2.839,,41.254,,,929.9999714,619.4999993,960.9999847,853.5000014
1215,5.0625,-2.7,-23.575,21.25,30.167,26.532,2.883,,41.283,,,929.9999714,619.4999993,960.9999847,853.5000014
1216,5.066666667,-2.319,-23.136,21.467,29.947,26.167,3.415,,40.489,,,930.4999924,619.4999993,960.9999847,853.5000014
1217,5.070833333,-2.406,-23.136,21.182,29.947,26.001,3.863,,40.535,,,930.4999924,619.4999993,960.9999847,853.5000014
1218,5.075,-2.078,-22.694,20.73,29.726,25.649,4.116,,40.515,,,930.9999847,619.4999993,960.9999847,853.5000014
1219,5.079166667,-1.707,-22.694,19.868,29.726,25.66,5.681,,40.464,,,930.9999847,619.4999993,960.9999847,853.5000014
1220,5.083333333,-1.882,-22.694,19.755,29.635,25.74,6.462,,39.691,,,930.9999847,618.999998,960.9999847,853.5000014
1221,5.0875,-1.431,-22.249,19.585,29.381,25.725,6.924,,40.354,,,931.4999771,619.5000154,960.9999847,854.0000188
1222,5.091666667,-1.489,-22.249,19.032,29.381,25.861,9.447,,40.64,,,931.4999771,619.5000154,960.9999847,854.0000188
1223,5.095833333,-1.06,-22.249,18.711,29.161,25.658,10.204,,40.6,,,931.9999981,619.5000154,960.9999847,854.0000188
1224,5.1,-0.657,-22.249,18.456,29.161,24.756,10.193,,40.476,,,931.9999981,619.5000154,960.9999847,854.0000188
1225,5.104166667,-0.896,-22.249,18.266,29.39,24.576,10.436,,40.938,,,932.9999828,619.5000154,961.4999771,854.0000188
1226,5.108333333,-0.297,-22.249,18.046,29.39,24.366,9.618,,41.042,,,932.9999828,619.5000154,961.4999771,854.0000188
1227,5.1125,-0.169,-21.801,17.844,28.63,24.085,9.405,,41.231,,,932.9999828,619.0000141,960.9999847,854.0000188
1228,5.116666667,-0.123,-21.801,17.633,28.773,23.662,12.507,,41.18,,,932.9999828,619.4999993,960.4999924,854.5000041
1229,5.120833333,0.521,-21.801,17.445,28.773,23.365,11.16,,41.542,,,933.9999676,619.4999993,961.4999771,854.5000041
1230,5.125,0.325,-21.801,17.439,28.773,23.317,11.331,,41.796,,,933.9999676,619.4999993,961.4999771,854.5000041
1231,5.129166667,0.978,-21.351,17.238,28.78,22.799,13.399,,42.114,,,934.4999886,619.4999993,960.9999847,854.5000041
1232,5.133333333,0.848,-21.351,16.99,28.466,22.655,10.856,,43.064,,,934.4999886,618.999998,961.4999771,854.5000041
1233,5.1375,0.84,-20.898,16.467,28.474,22.655,13.368,,43.271,,,934.9999809,618.999998,960.9999847,854.5000041
1234,5.141666667,1.169,-20.898,16.37,28.252,22.552,13.223,,43.732,,,935.4999733,618.999998,960.9999847,854.5000041
1235,5.145833333,1.505,-20.898,16.012,28.231,22.487,12.766,,44.296,,,935.4999733,619.5000154,960.9999847,855.0000215
